[[,Unnamed: 0,daymonth_category,daymonth,weather,max_temp,min_temp,wind,rain,humidity,cloud,pressure,year,weathervalue,avg_temp
939,12/13/2020 7:14:53,08/03/2020,08/03/2020,Sunny,37,28,10,2,52,20,993,2012,1,32.5
940,12/13/2020 7:15:14,08/03/2020,08/03/2020,Patchy rain possible,34,26,5,1.3,61,27,1004,2013,10,30
941,12/13/2020 7:16:02,08/04/2020,08/04/2020,Sunny,43,26,8,0,17,0,996,2009,1,34.5
942,12/13/2020 7:16:17,08/04/2020,08/04/2020,partly cloudy,34,25,4,1.3,68,30,1000,2010,7,29.5
943,12/13/2020 7:16:32,08/04/2020,08/04/2020,Sunny,34,28,9,3.2,60,34,997,2011,1,31
944,12/13/2020 7:16:48,08/04/2020,08/04/2020,partly cloudy,35,26,11,8.8,54,30,997,2012,7,30.5
945,12/13/2020 7:17:08,08/04/2020,08/04/2020,Sunny,35,28,7,0,52,19,1002,2013,1,31.5
946,12/13/2020 7:17:57,08/05/2020,08/05/2020,Sunny,43,27,8,0,17,0,995,2009,1,35
947,12/13/2020 7:18:12,08/05/2020,08/05/2020,partly cloudy,35,26,8,1,64,31,1002,2010,7,30.5
948,12/13/2020 7:18:28,08/05/2020,08/05/2020,Sunny,34,28,5,0,56,26,996,2011,1,31
949,12/13/2020 7:18:43,08/05/2020,08/05/2020,Sunny,34,25,7,1.6,53,13,1001,2012,1,29.5
950,12/13/2020 7:19:03,08/05/2020,08/05/2020,Sunny,36,29,5,1.5,49,30,1000,2013,1,32.5
951,12/13/2020 7:19:52,08/06/2020,08/06/2020,Sunny,43,28,9,0,20,4,996,2009,1,35.5
952,12/13/2020 7:20:07,08/06/2020,08/06/2020,partly cloudy,28,24,8,16.2,90,61,1005,2010,7,26
953,12/13/2020 7:20:22,08/06/2020,08/06/2020,partly cloudy,35,29,5,2.7,53,28,996,2011,7,32
954,12/13/2020 7:20:37,08/06/2020,08/06/2020,Sunny,35,25,7,1.2,47,6,1001,2012,1,30
955,12/13/2020 7:20:58,08/06/2020,08/06/2020,Moderate or heavy rain shower,33,27,9,17.2,65,31,1001,2013,12,30
956,12/13/2020 7:21:47,08/07/2020,08/07/2020,Sunny,41,30,8,0,27,13,998,2009,1,35.5
957,12/13/2020 7:22:02,08/07/2020,08/07/2020,partly cloudy,32,24,3,2.7,80,54,1005,2010,7,28
958,12/13/2020 7:22:17,08/07/2020,08/07/2020,Sunny,35,28,9,3.8,60,23,996,2011,1,31.5
959,12/13/2020 7:22:32,08/07/2020,08/07/2020,Sunny,37,26,10,0.7,39,11,1001,2012,1,31.5
960,12/13/2020 7:22:53,08/07/2020,08/07/2020,partly cloudy,32,26,8,8.6,71,35,1002,2013,7,29
961,12/13/2020 7:23:47,08/08/2020,08/08/2020,Sunny,41,28,8,0,29,15,998,2009,1,34.5
962,12/13/2020 7:24:02,08/08/2020,08/08/2020,partly cloudy,32,25,5,0,75,38,1003,2010,7,28.5
963,12/13/2020 7:24:17,08/08/2020,08/08/2020,partly cloudy,33,26,14,16.3,68,27,998,2011,7,29.5
964,12/13/2020 7:24:32,08/08/2020,08/08/2020,partly cloudy,35,27,9,3.8,58,64,1000,2012,7,31
965,12/13/2020 7:24:53,08/08/2020,08/08/2020,Sunny,34,26,8,5.9,65,29,1000,2013,1,30
966,12/13/2020 7:25:44,08/09/2020,08/09/2020,Sunny,42,28,7,0,30,20,997,2009,1,35
967,12/13/2020 7:25:59,08/09/2020,08/09/2020,partly cloudy,32,25,4,0.3,72,35,1002,2010,7,28.5
968,12/13/2020 7:26:15,08/09/2020,08/09/2020,partly cloudy,33,26,6,1.2,65,32,999,2011,7,29.5
969,12/13/2020 7:26:30,08/09/2020,08/09/2020,Sunny,37,27,8,0.3,44,16,998,2012,1,32
970,12/13/2020 7:26:51,08/09/2020,08/09/2020,Sunny,34,27,8,6.5,63,25,999,2013,1,30.5
971,12/13/2020 7:27:39,08/10/2020,08/10/2020,partly cloudy,41,29,7,0.7,34,31,998,2009,7,35
972,12/13/2020 7:27:54,08/10/2020,08/10/2020,Sunny,33,25,6,5.3,67,22,1002,2010,1,29
973,12/13/2020 7:28:09,08/10/2020,08/10/2020,partly cloudy,33,26,9,2.6,66,32,1000,2011,7,29.5
974,12/13/2020 7:28:25,08/10/2020,08/10/2020,Sunny,35,26,7,2.6,52,12,1000,2012,1,30.5
975,12/13/2020 7:28:45,08/10/2020,08/10/2020,Sunny,35,26,10,2.4,66,21,1001,2013,1,30.5
976,12/13/2020 7:29:40,08/11/2020,08/11/2020,Sunny,42,30,9,0.4,31,24,1001,2009,1,36
977,12/13/2020 7:29:54,08/11/2020,08/11/2020,Patchy rain possible,35,25,6,6.8,65,27,1002,2010,10,30
978,12/13/2020 7:30:10,08/11/2020,08/11/2020,partly cloudy,33,26,5,1.7,64,24,999,2011,7,29.5
979,12/13/2020 7:30:25,08/11/2020,08/11/2020,Sunny,35,26,7,2.2,45,10,1001,2012,1,30.5
980,12/13/2020 7:30:46,08/11/2020,08/11/2020,partly cloudy,34,27,8,1.9,62,33,1003,2013,7,30.5
981,12/13/2020 7:31:40,08/12/2020,08/12/2020,Sunny,42,27,7,0,24,1,1001,2009,1,34.5
982,12/13/2020 7:31:55,08/12/2020,08/12/2020,Patchy rain possible,34,25,8,3.5,69,29,1002,2010,10,29.5
983,12/13/2020 7:32:11,08/12/2020,08/12/2020,Sunny,32,25,9,0,68,27,999,2011,1,28.5
984,12/13/2020 7:32:26,08/12/2020,08/12/2020,Sunny,35,25,5,0.5,45,10,1002,2012,1,30
985,12/13/2020 7:32:46,08/12/2020,08/12/2020,partly cloudy,33,27,7,0.3,67,33,1002,2013,7,30
986,12/13/2020 7:33:45,08/13/2020,08/13/2020,Sunny,42,27,8,0,20,1,999,2009,1,34.5
987,,,,,,,,,,,,,,
